
[2023-12-06 12:02:58.957]    21807.6250,    3785.0000,    2009.8750,    1309.3750,    8989.2500,    6658.6250,    1788.8750,    1570.6875,    2235.6875,   23334.0625,    2012.7500,    1963.7500,    1984.8750,    2218.6875,
[2023-12-06 12:03:41.795] magnitudes:    26472.3750,    4201.6250,     687.5625,     776.6250,    6693.0000,    4384.4375,    1642.8750,     719.8750,    3098.4375,   28329.3750,    2798.5000,    1769.5000,    2250.0000,    1157.9375,    4968.8125,    3409.6250,    1546.5625,    1827.0000,   21747.5625,    3773.2500,    2009.8750,    1311.1875,    8986.8750,    6894.0000,    1776.2500,    1566.5000,    2225.8750,   23487.9375,    2005.3125,    1950.5625,    1979.0000,    2204.9375,
[2023-12-06 12:03:43.109] magnitudes:    26472.3750,    4214.7500,     689.9375,     776.6250,    6693.0000,    4259.0000,    1648.3750,     730.3750,    3082.3750,   28329.3750,    2798.5000,    1775.1875,    2264.0000,    1157.9375,    4937.4375,    3387.1250,    1542.0625,    1831.5000,   21582.7500,    3760.6875,    2009.8750,    1309.3125,    8962.2500,    6632.0000,    1782.6875,    1570.6875,    2225.8750,   23581.6250,    2012.7500,    1963.7500,    1984.2500,    2208.1875,
[2023-12-06 12:03:44.406] magnitudes:    26542.3125,    4214.7500,     690.2500,     776.6250,    6693.0000,    4230.3750,    1636.9375,     728.5625,    3091.4375,   28413.8750,    2798.5000,    1769.5000,    2250.0000,    1156.5000,    4937.4375,    3398.0625,    1551.1250,    1827.0000,   21678.8125,    3773.2500,    2016.0000,    1312.9375,    8986.8750,    6894.0000,    1782.6875,    1570.6875,    2230.2500,   23487.9375,    1922.3125,    1950.5625,    1979.0000,    2204.9375,
[2023-12-06 12:03:45.720] magnitudes:    26472.3750,    4214.7500,     689.9375,     776.6250,    6693.0000,    4259.0000,    1653.9375,     719.8750,    2963.0000,   28329.3750,    2798.5000,    1779.7500,    2256.5000,    1156.5000,    4937.4375,    3409.6250,    1546.5625,    1831.5000,   21678.8125,    3760.6875,    2003.8125,    1309.3125,    8962.2500,    6806.6250,    1776.2500,    1565.8750,    2225.8750,   23274.0625,    2005.3125,    1957.3125,    1979.0000,    2204.9375,
[2023-12-06 12:03:47.015] magnitudes:    26631.3125,    4214.7500,     692.6250,     779.2500,    6693.0000,    4245.1875,    1648.3750,     719.8750,    3098.4375,   28413.8750,    2780.2500,    1775.1875,    2257.3750,    1157.9375,    4952.5625,    3398.0625,    1537.0625,    1827.0000,   21582.7500,    3773.2500,    2009.8750,    1309.3125,    8986.8750,    6632.0000,    1782.6875,    1575.5000,    2235.6875,   23569.6875,    2005.3125,    1957.3125,    1979.0000,    2208.1875,
[2023-12-06 12:03:48.330] magnitudes:    26542.3125,    4214.7500,     689.9375,     776.6250,    6693.0000,    4384.4375,    1648.3750,     729.5000,    3082.3750,   28234.2500,    2789.5000,    1775.1875,    2257.3750,    1157.9375,    4952.5625,    3398.0625,    1546.5625,    1837.2500,   21837.8125,    3772.3125,    2009.8750,    1309.3125,    9026.6250,    6897.5000,    1782.6875,    1570.6875,    2225.8750,   23407.0625,    2005.3125,    1957.3125,    1979.0000,    2201.3750,
[2023-12-06 12:03:49.627] magnitudes:    26472.3750,    4199.3125,     687.5625,     776.6250,    6693.0000,    4259.0000,    1648.3750,     720.6875,    3098.4375,   28329.3750,    2798.5000,    1779.7500,    2250.0000,    1157.9375,    4952.5625,    3409.6250,    1546.5625,    1827.0000,   21678.8125,    3760.6875,    2009.8750,    1309.3125,    8986.8750,    6803.1875,    1776.2500,    1566.5000,    2225.8750,   23581.6250,    2005.3125,    1957.3125,    1979.0000,    2204.9375,
[2023-12-06 12:03:50.939] magnitudes:    26560.6250,    4214.7500,     692.6250,     776.6250,    6693.0000,    4245.1875,    1648.3750,     719.8750,    3089.3125,   28234.2500,    2789.5000,    1634.0000,    2257.3750,    1157.9375,    4936.5000,    3468.1250,    1542.0625,    1832.6875,   21678.8125,    3760.6875,    2009.8750,    1309.3125,    8986.8750,    6779.3750,    1782.6875,    1570.6875,    2230.2500,   23487.9375,    2005.3125,    1957.3125,    1979.0000,    2208.1875,
[2023-12-06 12:03:52.236] magnitudes:    26542.3125,    4199.3125,     687.5625,     776.6250,    6693.0000,    4383.2500,    1648.3750,     719.8750,    3082.3750,   28234.2500,    2789.5000,    1775.1875,    2257.3750,    1157.9375,    4937.4375,    3398.5000,    1546.5625,    1831.5000,   21738.3750,    3773.2500,    2009.8750,    1309.3125,    8962.2500,    6897.5000,    1782.6875,    1570.6875,    2225.8750,   23407.0625,    2005.3125,    1957.3125,    1979.0000,    2204.9375,
[2023-12-06 12:03:53.547] magnitudes:    26472.3750,    4199.3125,     687.5625,     776.6250,    6693.0000,    4230.3750,    1642.3750,     729.5000,    3098.4375,   28220.4375,    2798.5000,    1779.7500,    2250.0000,    1157.9375,    4937.4375,    3409.6250,    1542.0625,    1827.0000,   21678.8125,    3760.6875,    2009.8750,    1311.1875,    8986.8750,    6748.0625,    1782.6875,    1570.6875,    2225.8750,   23487.9375,    2005.3125,    1957.3125,    1973.2500,    2204.9375,
[2023-12-06 12:03:54.846] magnitudes:    26631.3125,    4214.7500,     689.9375,     776.6250,    6693.0000,    4230.3750,    1648.3750,     729.5000,    3098.4375,   28234.2500,    2780.2500,    1769.5000,    2257.3750,    1157.9375,    4937.4375,    3468.1250,    1546.5625,    1827.0000,   21651.1875,    3773.2500,    2016.0000,    1311.0625,    9026.6250,    6632.0000,    1782.6875,    1570.6875,    2230.2500,   23487.9375,    2005.3125,    1957.3125,    1979.0000,    2208.1875,
